"Location","Year","Series","Series Code","Permits"
"AR Arkansas",2017,"Units in Single Family Structures",2,"7,376"
"AR Arkansas",2018,"Units in Single Family Structures",2,"7,358"
"AR Arkansas",2019,"Units in Single Family Structures",2,"7,869"
"AR Arkansas",2020,"Units in Single Family Structures",2,"8,802"
"AR Arkansas",2021,"Units in Single Family Structures",2,"10,563"
"AR Arkansas",2022,"Units in Single Family Structures",2,"9,478"
"AR Arkansas",2023,"Units in Single Family Structures",2,"9,360"
"AR Arkansas",1980,"Units in All Multifamily Structures",3,"3,266"
"AR Arkansas",1981,"Units in All Multifamily Structures",3,"1,804"
"AR Arkansas",1982,"Units in All Multifamily Structures",3,"4,193"
"AR Arkansas",1983,"Units in All Multifamily Structures",3,"5,947"
"AR Arkansas",1984,"Units in All Multifamily Structures",3,"5,192"
"AR Arkansas",1985,"Units in All Multifamily Structures",3,"4,711"
"AR Arkansas",1986,"Units in All Multifamily Structures",3,"3,664"
"AR Arkansas",1987,"Units in All Multifamily Structures",3,"1,434"
"AR Arkansas",1988,"Units in All Multifamily Structures",3,"1,536"
"AR Arkansas",1989,"Units in All Multifamily Structures",3,"1,780"
"AR Arkansas",1990,"Units in All Multifamily Structures",3,"1,131"
"AR Arkansas",1991,"Units in All Multifamily Structures",3,"1,933"
"AR Arkansas",1992,"Units in All Multifamily Structures",3,"1,737"
"AR Arkansas",1993,"Units in All Multifamily Structures",3,"3,007"
"AR Arkansas",1994,"Units in All Multifamily Structures",3,"4,606"
"AR Arkansas",1995,"Units in All Multifamily Structures",3,"4,412"
"AR Arkansas",1996,"Units in All Multifamily Structures",3,"3,473"
"AR Arkansas",1997,"Units in All Multifamily Structures",3,"4,195"
"AR Arkansas",1998,"Units in All Multifamily Structures",3,"2,861"
"AR Arkansas",1999,"Units in All Multifamily Structures",3,"3,753"
"AR Arkansas",2000,"Units in All Multifamily Structures",3,"2,276"
"AR Arkansas",2001,"Units in All Multifamily Structures",3,"2,950"
"AR Arkansas",2002,"Units in All Multifamily Structures",3,"4,433"
"AR Arkansas",2003,"Units in All Multifamily Structures",3,"4,777"
"AR Arkansas",2004,"Units in All Multifamily Structures",3,"5,292"
"AR Arkansas",2005,"Units in All Multifamily Structures",3,"4,741"
"AR Arkansas",2006,"Units in All Multifamily Structures",3,"3,116"
"AR Arkansas",2007,"Units in All Multifamily Structures",3,"3,041"
"AR Arkansas",2008,"Units in All Multifamily Structures",3,"3,591"
"AR Arkansas",2009,"Units in All Multifamily Structures",3,"2,530"
"AR Arkansas",2010,"Units in All Multifamily Structures",3,"2,529"
"AR Arkansas",2011,"Units in All Multifamily Structures",3,"2,659"
"AR Arkansas",2012,"Units in All Multifamily Structures",3,"2,814"
"AR Arkansas",2013,"Units in All Multifamily Structures",3,"1,960"
"AR Arkansas",2014,"Units in All Multifamily Structures",3,"2,431"
"AR Arkansas",2015,"Units in All Multifamily Structures",3,"2,791"
"AR Arkansas",2016,"Units in All Multifamily Structures",3,"2,658"
"AR Arkansas",2017,"Units in All Multifamily Structures",3,"3,419"
"AR Arkansas",2018,"Units in All Multifamily Structures",3,"2,825"
"AR Arkansas",2019,"Units in All Multifamily Structures",3,"4,854"
"AR Arkansas",2020,"Units in All Multifamily Structures",3,"3,691"
"AR Arkansas",2021,"Units in All Multifamily Structures",3,"3,635"
"AR Arkansas",2022,"Units in All Multifamily Structures",3,"4,891"
"AR Arkansas",2023,"Units in All Multifamily Structures",3,"3,482"
"CA California",1980,"Total Units",1,"144,391"
"CA California",1981,"Total Units",1,"104,215"
"CA California",1982,"Total Units",1,"85,123"
"CA California",1983,"Total Units",1,"172,436"
"CA California",1984,"Total Units",1,"224,598"
"CA California",1985,"Total Units",1,"271,344"
"CA California",1986,"Total Units",1,"314,623"
"CA California",1987,"Total Units",1,"251,776"
"CA California",1988,"Total Units",1,"253,312"
"CA California",1989,"Total Units",1,"237,688"
"CA California",1990,"Total Units",1,"163,175"
"CA California",1991,"Total Units",1,"105,956"
"CA California",1992,"Total Units",1,"97,781"
"CA California",1993,"Total Units",1,"84,341"
"CA California",1994,"Total Units",1,"96,982"
"CA California",1995,"Total Units",1,"83,864"
"CA California",1996,"Total Units",1,"92,060"
"CA California",1997,"Total Units",1,"109,589"
"CA California",1998,"Total Units",1,"124,035"
"CA California",1999,"Total Units",1,"138,039"
"CA California",2000,"Total Units",1,"145,575"
"CA California",2001,"Total Units",1,"146,739"
"CA California",2002,"Total Units",1,"159,573"
"CA California",2003,"Total Units",1,"191,948"
"CA California",2004,"Total Units",1,"207,390"
"CA California",2005,"Total Units",1,"205,020"
"CA California",2006,"Total Units",1,"160,502"
"CA California",2007,"Total Units",1,"110,073"
"CA California",2008,"Total Units",1,"62,681"
"CA California",2009,"Total Units",1,"35,069"
"CA California",2010,"Total Units",1,"43,716"
"CA California",2011,"Total Units",1,"45,471"
"CA California",2012,"Total Units",1,"58,549"
"CA California",2013,"Total Units",1,"80,742"
"CA California",2014,"Total Units",1,"83,645"
"CA California",2015,"Total Units",1,"98,188"
"CA California",2016,"Total Units",1,"102,350"
"CA California",2017,"Total Units",1,"114,780"
"CA California",2018,"Total Units",1,"113,502"
"CA California",2019,"Total Units",1,"110,197"
"CA California",2020,"Total Units",1,"106,075"
"CA California",2021,"Total Units",1,"119,436"
"CA California",2022,"Total Units",1,"119,667"
"CA California",2023,"Total Units",1,"111,760"
"CA California",1980,"Units in Single Family Structures",2,"86,707"
"CA California",1981,"Units in Single Family Structures",2,"60,038"
"CA California",1982,"Units in Single Family Structures",2,"50,823"
"CA California",1983,"Units in Single Family Structures",2,"102,530"
"CA California",1984,"Units in Single Family Structures",2,"112,893"
"CA California",1985,"Units in Single Family Structures",2,"113,619"
"CA California",1986,"Units in Single Family Structures",2,"145,676"
"CA California",1987,"Units in Single Family Structures",2,"134,670"
"CA California",1988,"Units in Single Family Structures",2,"160,718"
"CA California",1989,"Units in Single Family Structures",2,"162,975"
"CA California",1990,"Units in Single Family Structures",2,"104,843"
"CA California",1991,"Units in Single Family Structures",2,"73,885"
"CA California",1992,"Units in Single Family Structures",2,"76,332"
"CA California",1993,"Units in Single Family Structures",2,"69,568"
"CA California",1994,"Units in Single Family Structures",2,"77,795"
"CA California",1995,"Units in Single Family Structures",2,"68,148"
"CA California",1996,"Units in Single Family Structures",2,"73,532"
"CA California",1997,"Units in Single Family Structures",2,"84,149"
"CA California",1998,"Units in Single Family Structures",2,"93,414"
"CA California",1999,"Units in Single Family Structures",2,"102,750"
"CA California",2000,"Units in Single Family Structures",2,"105,018"
"CA California",2001,"Units in Single Family Structures",2,"107,361"
"CA California",2002,"Units in Single Family Structures",2,"123,013"
"CA California",2003,"Units in Single Family Structures",2,"139,870"
"CA California",2004,"Units in Single Family Structures",2,"151,568"
"CA California",2005,"Units in Single Family Structures",2,"154,703"
"CA California",2006,"Units in Single Family Structures",2,"107,714"
"CA California",2007,"Units in Single Family Structures",2,"68,266"
"CA California",2008,"Units in Single Family Structures",2,"32,432"
"CA California",2009,"Units in Single Family Structures",2,"25,525"
"CA California",2010,"Units in Single Family Structures",2,"25,693"
"CA California",2011,"Units in Single Family Structures",2,"21,705"
"CA California",2012,"Units in Single Family Structures",2,"27,736"
"CA California",2013,"Units in Single Family Structures",2,"37,034"
"CA California",2014,"Units in Single Family Structures",2,"39,220"
"CA California",2015,"Units in Single Family Structures",2,"45,644"
"CA California",2016,"Units in Single Family Structures",2,"50,311"
"CA California",2017,"Units in Single Family Structures",2,"57,132"
"CA California",2018,"Units in Single Family Structures",2,"58,831"
"CA California",2019,"Units in Single Family Structures",2,"58,575"
"CA California",2020,"Units in Single Family Structures",2,"59,043"
"CA California",2021,"Units in Single Family Structures",2,"65,890"
"CA California",2022,"Units in Single Family Structures",2,"63,717"
"CA California",2023,"Units in Single Family Structures",2,"58,534"
"CA California",1980,"Units in All Multifamily Structures",3,"57,684"
"CA California",1981,"Units in All Multifamily Structures",3,"44,177"
"CA California",1982,"Units in All Multifamily Structures",3,"34,300"
"CA California",1983,"Units in All Multifamily Structures",3,"69,906"
"CA California",1984,"Units in All Multifamily Structures",3,"111,705"
"CA California",1985,"Units in All Multifamily Structures",3,"157,725"
"CA California",1986,"Units in All Multifamily Structures",3,"168,947"
"CA California",1987,"Units in All Multifamily Structures",3,"117,106"
"CA California",1988,"Units in All Multifamily Structures",3,"92,594"
"CA California",1989,"Units in All Multifamily Structures",3,"74,713"
"CA California",1990,"Units in All Multifamily Structures",3,"58,332"
"CA California",1991,"Units in All Multifamily Structures",3,"32,071"
"CA California",1992,"Units in All Multifamily Structures",3,"21,449"
"CA California",1993,"Units in All Multifamily Structures",3,"14,773"
"CA California",1994,"Units in All Multifamily Structures",3,"19,187"
"CA California",1995,"Units in All Multifamily Structures",3,"15,716"
"CA California",1996,"Units in All Multifamily Structures",3,"18,528"
"CA California",1997,"Units in All Multifamily Structures",3,"25,440"
"CA California",1998,"Units in All Multifamily Structures",3,"30,621"
"CA California",1999,"Units in All Multifamily Structures",3,"35,289"
"CA California",2000,"Units in All Multifamily Structures",3,"40,557"
"CA California",2001,"Units in All Multifamily Structures",3,"39,378"
"CA California",2002,"Units in All Multifamily Structures",3,"36,560"
"CA California",2003,"Units in All Multifamily Structures",3,"52,078"
"CA California",2004,"Units in All Multifamily Structures",3,"55,822"
"CA California",2005,"Units in All Multifamily Structures",3,"50,317"
"CA California",2006,"Units in All Multifamily Structures",3,"52,788"
"CA California",2007,"Units in All Multifamily Structures",3,"41,807"
"CA California",2008,"Units in All Multifamily Structures",3,"30,249"
"CA California",2009,"Units in All Multifamily Structures",3,"9,544"
"CA California",2010,"Units in All Multifamily Structures",3,"18,023"
"CA California",2011,"Units in All Multifamily Structures",3,"23,766"
"CA California",2012,"Units in All Multifamily Structures",3,"30,813"
"CA California",2013,"Units in All Multifamily Structures",3,"43,708"
"CA California",2014,"Units in All Multifamily Structures",3,"44,425"
"CA California",2015,"Units in All Multifamily Structures",3,"52,544"
"CA California",2016,"Units in All Multifamily Structures",3,"52,039"
"CA California",2017,"Units in All Multifamily Structures",3,"57,648"
"CA California",2018,"Units in All Multifamily Structures",3,"54,671"
"CA California",2019,"Units in All Multifamily Structures",3,"51,622"
"CA California",2020,"Units in All Multifamily Structures",3,"47,032"
"CA California",2021,"Units in All Multifamily Structures",3,"53,546"
"CA California",2022,"Units in All Multifamily Structures",3,"55,950"
"CA California",2023,"Units in All Multifamily Structures",3,"53,226"
"CO Colorado",1980,"Total Units",1,"29,915"
"CO Colorado",1981,"Total Units",1,"29,150"
"CO Colorado",1982,"Total Units",1,"31,817"
"CO Colorado",1983,"Total Units",1,"50,889"
"CO Colorado",1984,"Total Units",1,"43,717"
"CO Colorado",1985,"Total Units",1,"32,500"
"CO Colorado",1986,"Total Units",1,"30,544"
"CO Colorado",1987,"Total Units",1,"17,631"
"CO Colorado",1988,"Total Units",1,"12,732"
"CO Colorado",1989,"Total Units",1,"11,057"
"CO Colorado",1990,"Total Units",1,"11,902"
"CO Colorado",1991,"Total Units",1,"14,028"
"CO Colorado",1992,"Total Units",1,"23,638"
"CO Colorado",1993,"Total Units",1,"30,134"
"CO Colorado",1994,"Total Units",1,"37,229"
"CO Colorado",1995,"Total Units",1,"38,622"
"CO Colorado",1996,"Total Units",1,"41,135"
"CO Colorado",1997,"Total Units",1,"43,053"
"CO Colorado",1998,"Total Units",1,"51,156"
"CO Colorado",1999,"Total Units",1,"49,313"
"CO Colorado",2000,"Total Units",1,"54,596"
"CO Colorado",2001,"Total Units",1,"55,007"
"CO Colorado",2002,"Total Units",1,"47,920"
"CO Colorado",2003,"Total Units",1,"39,626"
"CO Colorado",2004,"Total Units",1,"46,499"
"CO Colorado",2005,"Total Units",1,"45,906"
"CO Colorado",2006,"Total Units",1,"38,343"
"CO Colorado",2007,"Total Units",1,"29,454"
"CO Colorado",2008,"Total Units",1,"18,998"
"CO Colorado",2009,"Total Units",1,"9,355"
"CO Colorado",2010,"Total Units",1,"11,591"
"CO Colorado",2011,"Total Units",1,"13,508"
"CO Colorado",2012,"Total Units",1,"23,302"
"CO Colorado",2013,"Total Units",1,"27,518"
"CO Colorado",2014,"Total Units",1,"28,691"
"CO Colorado",2015,"Total Units",1,"31,871"
"CO Colorado",2016,"Total Units",1,"38,973"
"CO Colorado",2017,"Total Units",1,"40,673"
"CO Colorado",2018,"Total Units",1,"42,627"
"CO Colorado",2019,"Total Units",1,"38,633"
"CO Colorado",2020,"Total Units",1,"40,469"
"CO Colorado",2021,"Total Units",1,"56,524"
"CO Colorado",2022,"Total Units",1,"48,839"
"CO Colorado",2023,"Total Units",1,"39,404"
"CO Colorado",1980,"Units in Single Family Structures",2,"19,010"
"CO Colorado",1981,"Units in Single Family Structures",2,"18,453"
"CO Colorado",1982,"Units in Single Family Structures",2,"19,319"
"CO Colorado",1983,"Units in Single Family Structures",2,"29,884"
"CO Colorado",1984,"Units in Single Family Structures",2,"23,065"
"CO Colorado",1985,"Units in Single Family Structures",2,"19,813"
"CO Colorado",1986,"Units in Single Family Structures",2,"19,974"
"CO Colorado",1987,"Units in Single Family Structures",2,"12,566"
"CO Colorado",1988,"Units in Single Family Structures",2,"9,592"
"CO Colorado",1989,"Units in Single Family Structures",2,"8,930"
"CO Colorado",1990,"Units in Single Family Structures",2,"10,018"
"CO Colorado",1991,"Units in Single Family Structures",2,"12,830"
"CO Colorado",1992,"Units in Single Family Structures",2,"20,807"
"CO Colorado",1993,"Units in Single Family Structures",2,"26,004"
"CO Colorado",1994,"Units in Single Family Structures",2,"29,317"
"CO Colorado",1995,"Units in Single Family Structures",2,"28,404"
"CO Colorado",1996,"Units in Single Family Structures",2,"30,361"
"CO Colorado",1997,"Units in Single Family Structures",2,"31,941"
"CO Colorado",1998,"Units in Single Family Structures",2,"36,107"
"CO Colorado",1999,"Units in Single Family Structures",2,"38,410"
"CO Colorado",2000,"Units in Single Family Structures",2,"38,588"
"CO Colorado",2001,"Units in Single Family Structures",2,"36,437"
"CO Colorado",2002,"Units in Single Family Structures",2,"35,042"
"CO Colorado",2003,"Units in Single Family Structures",2,"33,894"
"CO Colorado",2004,"Units in Single Family Structures",2,"40,753"
"CO Colorado",2005,"Units in Single Family Structures",2,"40,155"
"CO Colorado",2006,"Units in Single Family Structures",2,"30,365"
"CO Colorado",2007,"Units in Single Family Structures",2,"20,516"
"CO Colorado",2008,"Units in Single Family Structures",2,"11,147"
"CO Colorado",2009,"Units in Single Family Structures",2,"7,261"
"CO Colorado",2010,"Units in Single Family Structures",2,"8,790"
"CO Colorado",2011,"Units in Single Family Structures",2,"8,729"
"CO Colorado",2012,"Units in Single Family Structures",2,"12,618"
"CO Colorado",2013,"Units in Single Family Structures",2,"15,773"
"CO Colorado",2014,"Units in Single Family Structures",2,"17,100"
"CO Colorado",2015,"Units in Single Family Structures",2,"20,025"
"CO Colorado",2016,"Units in Single Family Structures",2,"21,576"
"CO Colorado",2017,"Units in Single Family Structures",2,"24,338"
"CO Colorado",2018,"Units in Single Family Structures",2,"26,134"
"CO Colorado",2019,"Units in Single Family Structures",2,"24,756"
"CO Colorado",2020,"Units in Single Family Structures",2,"26,636"
"CO Colorado",2021,"Units in Single Family Structures",2,"30,246"
"CO Colorado",2022,"Units in Single Family Structures",2,"23,728"
"CO Colorado",2023,"Units in Single Family Structures",2,"19,641"
"CO Colorado",1980,"Units in All Multifamily Structures",3,"10,905"
"CO Colorado",1981,"Units in All Multifamily Structures",3,"10,697"
"CO Colorado",1982,"Units in All Multifamily Structures",3,"12,498"
"CO Colorado",1983,"Units in All Multifamily Structures",3,"21,005"
"CO Colorado",1984,"Units in All Multifamily Structures",3,"20,652"
"CO Colorado",1985,"Units in All Multifamily Structures",3,"12,687"
"CO Colorado",1986,"Units in All Multifamily Structures",3,"10,570"
"CO Colorado",1987,"Units in All Multifamily Structures",3,"5,065"
"CO Colorado",1988,"Units in All Multifamily Structures",3,"3,140"
"CO Colorado",1989,"Units in All Multifamily Structures",3,"2,127"
"CO Colorado",1990,"Units in All Multifamily Structures",3,"1,884"
"CO Colorado",1991,"Units in All Multifamily Structures",3,"1,198"
"CO Colorado",1992,"Units in All Multifamily Structures",3,"2,831"
"CO Colorado",1993,"Units in All Multifamily Structures",3,"4,130"
"CO Colorado",1994,"Units in All Multifamily Structures",3,"7,912"
